Item,User Id,Gender,Age,Date of Transaction,Store,Brand,Location,Category,Price
3304,9,Male,44,2016-12-30,Wellcome Main 24,Wellcome,Central,Grocery,1181
3305,13,Female,27,2016-12-18,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,414
3306,28,Male,65,2016-12-18,Itunes.com/bill,Apple,Itunes.com,Electronics,754
3307,21,Male,19,2017-01-08,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,436
3308,33,Female,53,2016-12-20,The Grill Room,The Grill Room,Causeway Bay,Restaurants,653
3309,19,Female,37,2016-12-08,StarBucks 115-4,StarBucks,Sha Tin,Coffee,247
3310,2,Male,19,2016-12-29,Bombay House,Bombay House,Prince Edward,Restaurants,588
3311,49,Male,40,2016-12-03,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,337
3312,6,Female,64,2016-12-31,Little Vegas,Little Vegas,Causeway Bay,Restaurants,564
3313,37,Female,52,2017-01-04,Deliveroo,Pure,Hong Kong,Health/Fitness,385
3314,26,Male,22,2017-02-27,Itunes.com/bill,Apple,Itunes.com,Electronics,468
3315,30,Female,36,2017-01-01,McDonalds SHA,McDonalds,Sha Tin,Fast Food,121
3316,35,Male,21,2017-02-26,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,330
3317,36,Female,21,2016-12-16,StarBucks (4426),StarBucks,Central,Coffee,209
3318,28,Male,65,2016-12-15,Park N Shop 154,Park N Shop,Central,Grocery,433
3319,6,Female,64,2016-12-26,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,284
3320,25,Male,23,2017-01-07,The Grill Room,The Grill Room,Causeway Bay,Restaurants,916
3321,50,Male,24,2016-12-29,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,997
3322,37,Female,52,2017-01-30,McDonalds-260-Queens,McDonalds,Central,Fast Food,168
3323,18,Female,51,2017-02-24,Lei Garden Central,Lei Garden,Central,Restaurants,1112
3324,10,Male,33,2016-12-17,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1063
3325,17,Female,19,2016-12-12,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,535
3326,15,Male,31,2017-01-07,StarBucks 115-4,StarBucks,Sha Tin,Coffee,166
3327,37,Female,52,2017-02-03,Park N Shop 154,Park N Shop,Central,Grocery,914
3328,3,Male,40,2016-12-24,Bombay House,Bombay House,Prince Edward,Restaurants,497
3329,10,Male,33,2017-02-08,Jaspas PE,Jaspas,Prince Edward,Restaurants,1319
3330,29,Female,45,2016-12-17,Cinta-J,Cinta-J,Wan Chai,Restaurants,1348
3331,20,Male,26,2017-01-28,Jaspas PE,Jaspas,Prince Edward,Restaurants,809
3332,39,Female,40,2017-02-24,StarBucks WC 2,StarBucks,Wan Chain,Coffee,204
3333,15,Male,31,2017-01-21,Deliveroo,Pure,Hong Kong,Health/Fitness,614
3334,20,Male,26,2016-12-06,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,1114
3335,6,Female,64,2017-02-13,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,324
3336,10,Male,33,2017-02-17,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,762
3337,34,Male,57,2016-12-12,Park N Shop 784,Park N Shop,Tung Chung,Grocery,512
3338,3,Male,40,2017-02-15,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1034
3339,18,Female,51,2017-01-16,Itunes.com/bill,Apple,Itunes.com,Electronics,311
3340,19,Female,37,2017-01-12,StarBucks HK,StarBucks,Tung Chung,Coffee,40
3341,37,Female,52,2016-12-21,Calimex CWB,Calimex,Causeway Bay,Restaurants,477
3342,35,Male,21,2016-12-04,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,384
3343,35,Male,21,2017-01-10,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,1057
3344,10,Male,33,2017-02-07,Itunes.com/bill,Apple,Itunes.com,Electronics,47
3345,18,Female,51,2016-12-06,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,177
3346,23,Female,20,2017-02-20,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,221
3347,9,Male,44,2017-02-17,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,227
3348,28,Male,65,2017-01-12,McDonalds SHA,McDonalds,Sha Tin,Fast Food,85
3349,44,Female,28,2017-01-26,Park N Shop 784,Park N Shop,Tung Chung,Grocery,719
3350,13,Female,27,2016-12-21,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,501
3351,1,Male,52,2017-02-19,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,89
3352,21,Male,19,2017-02-09,Itunes.com/bill,Apple,Itunes.com,Electronics,92
3353,49,Male,40,2016-12-20,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5364
3354,23,Female,20,2017-02-03,Bombay House,Bombay House,Prince Edward,Restaurants,297
3355,4,Male,62,2016-12-23,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,237
3356,19,Female,37,2017-01-09,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2926
3357,42,Male,60,2016-12-29,Itunes.com/bill,Apple,Itunes.com,Electronics,234
3358,2,Male,19,2017-01-02,Glasshouse,Glasshouse,Central,Restaurants,845
3359,40,Female,56,2016-12-13,StarBucks HK,StarBucks,Tung Chung,Coffee,41
3360,34,Male,57,2017-01-06,Park N Shop 154,Park N Shop,Central,Grocery,681
3361,30,Female,36,2017-01-14,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1418
3362,42,Male,60,2017-02-20,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,928
3363,36,Female,21,2017-01-14,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3409
3364,24,Female,37,2016-12-11,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,173
3365,14,Female,29,2016-12-06,McDonalds TC,McDonalds,Tung Chung,Fast Food,55
3366,27,Female,22,2017-02-20,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,796
3367,31,Male,53,2017-01-18,Park N Shop 784,Park N Shop,Tung Chung,Grocery,473
3368,24,Female,37,2017-02-13,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,969
3369,5,Female,42,2017-01-27,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,87
3370,24,Female,37,2017-01-06,StarBucks WC 2,StarBucks,Wan Chain,Coffee,86
3371,23,Female,20,2017-02-21,Cinta-J,Cinta-J,Wan Chai,Restaurants,772
3372,22,Male,67,2017-02-27,Wellcome 81,Wellcome,Tung Chung,Grocery,664
3373,19,Female,37,2017-01-01,Deliveroo,Pure,Hong Kong,Health/Fitness,385
3374,50,Male,24,2017-01-29,McDonalds TC,McDonalds,Tung Chung,Fast Food,41
3375,2,Male,19,2017-02-17,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,269
3376,35,Male,21,2016-12-26,McDonalds TC,McDonalds,Tung Chung,Fast Food,97
3377,24,Female,37,2016-12-01,Ibon Rae House,Ibon Rae,Central,Restaurants,662
3378,26,Male,22,2016-12-18,Lei Garden Central,Lei Garden,Central,Restaurants,2436
3379,16,Female,64,2017-02-26,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5017
3380,10,Male,33,2017-01-21,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,185
3381,50,Male,24,2016-12-24,Wellcome 81,Wellcome,Tung Chung,Grocery,742
3382,36,Female,21,2016-12-20,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,721
3383,26,Male,22,2016-12-13,StarBucks WC 2,StarBucks,Wan Chain,Coffee,94
3384,25,Male,23,2017-02-16,StarBucks HK,StarBucks,Tung Chung,Coffee,222
3385,43,Female,51,2016-12-05,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,429
3386,45,Male,62,2017-01-04,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1746
3387,39,Female,40,2017-01-31,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,262
3388,46,Female,29,2017-01-03,Deliveroo,Pure,Hong Kong,Health/Fitness,150
3389,39,Female,40,2017-02-27,Wellcome WC 1,Wellcome,Wan Chai,Grocery,985
3390,50,Male,24,2017-02-03,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,475
3391,29,Female,45,2016-12-12,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,439
3392,37,Female,52,2017-01-23,StarBucks (4426),StarBucks,Central,Coffee,171
3393,1,Male,52,2017-02-09,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,313
3394,13,Female,27,2017-02-03,Itunes.com/bill,Apple,Itunes.com,Electronics,360
3395,2,Male,19,2017-01-27,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,27
3396,4,Male,62,2017-02-06,Wellcome Main 24,Wellcome,Central,Grocery,514
3397,12,Male,56,2017-01-02,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,417
3398,5,Female,42,2017-01-23,McDonalds-260-Queens,McDonalds,Central,Fast Food,77
3399,33,Female,53,2016-12-02,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1358
3400,38,Male,18,2017-01-28,Wellcome 81,Wellcome,Tung Chung,Grocery,1093
3401,28,Male,65,2017-02-05,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,137
3402,12,Male,56,2017-01-05,StarBucks WC 2,StarBucks,Wan Chain,Coffee,158
3403,2,Male,19,2017-01-17,The Grill Room,The Grill Room,Causeway Bay,Restaurants,1613
3404,20,Male,26,2017-01-25,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,30
3405,41,Female,23,2017-01-09,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,961
3406,14,Female,29,2017-02-21,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,25
3407,7,Male,48,2017-01-10,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,248
3408,35,Male,21,2017-02-11,Ibon Rae House,Ibon Rae,Central,Restaurants,333
3409,1,Male,52,2016-12-28,Wellcome Main 24,Wellcome,Central,Grocery,1122
3410,50,Male,24,2017-01-10,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,912
3411,17,Female,19,2017-01-04,Deliveroo,Pure,Hong Kong,Health/Fitness,551
3412,33,Female,53,2016-12-21,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,330
3413,18,Female,51,2017-01-29,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,339
3414,50,Male,24,2016-12-21,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,639
3415,33,Female,53,2017-02-02,Itunes.com/bill,Apple,Itunes.com,Electronics,658
3416,12,Male,56,2017-01-13,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1910
3417,38,Male,18,2016-12-13,Cinta-J,Cinta-J,Wan Chai,Restaurants,978
3418,31,Male,53,2017-02-05,StarBucks (4426),StarBucks,Central,Coffee,87
3419,40,Female,56,2016-12-11,StarBucks WC 2,StarBucks,Wan Chain,Coffee,182
3420,12,Male,56,2017-01-10,Park N Shop 784,Park N Shop,Tung Chung,Grocery,960
3421,4,Male,62,2016-12-19,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,312
3422,47,Female,63,2017-02-01,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,208
3423,14,Female,29,2017-01-26,McDonalds TC,McDonalds,Tung Chung,Fast Food,92
3424,50,Male,24,2017-01-13,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,829
3425,10,Male,33,2016-12-21,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,125
3426,24,Female,37,2016-12-25,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1366
3427,25,Male,23,2017-01-16,Hwaduk,Hwanduk,Causeway Bay,Restaurants,305
3428,25,Male,23,2016-12-01,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6470
3429,40,Female,56,2017-01-11,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,2701
3430,21,Male,19,2017-02-02,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,485
3431,40,Female,56,2016-12-29,Little Vegas,Little Vegas,Causeway Bay,Restaurants,276
3432,28,Male,65,2017-01-10,Hwaduk,Hwanduk,Causeway Bay,Restaurants,148
3433,24,Female,37,2016-12-29,Flame Japanese Cuisine,Flame Group,Tsim Sha Tsui,Restaurants,533
3434,49,Male,40,2017-02-17,StarBucks WC 2,StarBucks,Wan Chain,Coffee,180
3435,29,Female,45,2016-12-19,Bombay House,Bombay House,Prince Edward,Restaurants,888
3436,26,Male,22,2017-02-14,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,89
3437,3,Male,40,2017-01-04,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,638
3438,46,Female,29,2017-01-30,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,235
3439,10,Male,33,2016-12-12,Wellcome WC 1,Wellcome,Wan Chai,Grocery,902
3440,2,Male,19,2017-01-27,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,294
3441,39,Female,40,2017-02-05,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,844
3442,41,Female,23,2016-12-05,Dominos Central,Dominos,Central,Restaurants,349
3443,33,Female,53,2017-02-21,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,241
3444,23,Female,20,2017-02-09,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,81
3445,3,Male,40,2017-01-12,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,912
3446,30,Female,36,2017-01-22,StarBucks WC 2,StarBucks,Wan Chain,Coffee,73
3447,6,Female,64,2016-12-12,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,244
3448,48,Male,40,2017-01-30,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,96
3449,27,Female,22,2017-01-24,Wellcome Main 24,Wellcome,Central,Grocery,191
3450,37,Female,52,2017-02-13,"7-Eleven, HK (200)",7-Eleven,Tung Chung,Grocery,64
3451,39,Female,40,2017-02-02,Hwaduk,Hwanduk,Causeway Bay,Restaurants,345
3452,16,Female,64,2016-12-23,Wellcome 81,Wellcome,Tung Chung,Grocery,409
3453,20,Male,26,2017-02-12,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3392
3454,40,Female,56,2017-02-03,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,714
3455,43,Female,51,2017-01-29,StarBucks 115-4,StarBucks,Sha Tin,Coffee,200
3456,25,Male,23,2017-01-30,StarBucks 115-4,StarBucks,Sha Tin,Coffee,130
3457,28,Male,65,2016-12-03,Jaspas PE,Jaspas,Prince Edward,Restaurants,525
3458,4,Male,62,2017-01-05,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1007
3459,23,Female,20,2016-12-12,Calimex CWB,Calimex,Causeway Bay,Restaurants,444
3460,32,Female,42,2017-01-16,StarBucks 115-4,StarBucks,Sha Tin,Coffee,213
3461,31,Male,53,2017-02-02,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,141
3462,41,Female,23,2016-12-16,Pacific Coffee WC 2,Pacific Coffee,Wan Chain,Coffee,248
3463,11,Female,41,2017-02-12,McDonalds TC,McDonalds,Tung Chung,Fast Food,138
3464,29,Female,45,2016-12-31,Dominos Central,Dominos,Central,Restaurants,293
3465,9,Male,44,2017-02-19,Park N Shop 784,Park N Shop,Tung Chung,Grocery,1068
3466,12,Male,56,2017-01-27,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,597
3467,28,Male,65,2016-12-08,StarBucks (4426),StarBucks,Central,Coffee,26
3468,8,Male,66,2017-01-04,Wellcome 81,Wellcome,Tung Chung,Grocery,491
3469,26,Male,22,2017-02-21,Dominos Central,Dominos,Central,Restaurants,369
3470,2,Male,19,2017-02-10,StarBucks WC 2,StarBucks,Wan Chain,Coffee,229
3471,41,Female,23,2017-02-11,Spaghetti House (42),Spaghetti House,Tai Koo Shing,Restaurants,567
3472,20,Male,26,2017-01-17,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,29
3473,14,Female,29,2017-01-25,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1282
3474,30,Female,36,2016-12-30,StarBucks 115-4,StarBucks,Sha Tin,Coffee,169
3475,9,Male,44,2017-02-16,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,86
3476,34,Male,57,2017-02-05,Wellcome Main 24,Wellcome,Central,Grocery,1145
3477,41,Female,23,2016-12-01,Little Vegas,Little Vegas,Causeway Bay,Restaurants,399
3478,45,Male,62,2017-02-21,Cinta-J,Cinta-J,Wan Chai,Restaurants,1178
3479,47,Female,63,2017-01-26,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,64
3480,48,Male,40,2016-12-12,Wellcome Main 24,Wellcome,Central,Grocery,151
3481,26,Male,22,2017-01-12,"7-Eleven, HK (1223)",7-Eleven,Central,Grocery,180
3482,41,Female,23,2017-01-08,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,167
3483,44,Female,28,2016-12-17,StarBucks (4426),StarBucks,Central,Coffee,172
3484,35,Male,21,2017-01-20,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,3327
3485,23,Female,20,2017-02-25,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1204
3486,2,Male,19,2017-01-04,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2559
3487,17,Female,19,2016-12-13,Glasshouse,Glasshouse,Central,Restaurants,340
3488,6,Female,64,2016-12-20,Bombay House,Bombay House,Prince Edward,Restaurants,571
3489,37,Female,52,2017-01-14,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,76
3490,48,Male,40,2017-01-14,Jaspas PE,Jaspas,Prince Edward,Restaurants,1015
3491,34,Male,57,2017-02-08,Ibon Rae House,Ibon Rae,Central,Restaurants,456
3492,16,Female,64,2017-02-25,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6722
3493,10,Male,33,2017-02-03,Glasshouse,Glasshouse,Central,Restaurants,821
3494,20,Male,26,2017-02-15,Jaspas PE,Jaspas,Prince Edward,Restaurants,1346
3495,31,Male,53,2017-01-15,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,1945
3496,40,Female,56,2017-02-22,Pacific Coffee (4426),Pacific Coffee,Central,Coffee,181
3497,7,Male,48,2017-02-14,StarBucks WC 2,StarBucks,Wan Chain,Coffee,103
3498,6,Female,64,2016-12-12,Bombay House,Bombay House,Prince Edward,Restaurants,848
3499,21,Male,19,2017-01-02,Wellcome WC 1,Wellcome,Wan Chai,Grocery,180
3500,6,Female,64,2016-12-26,Jaspas PE,Jaspas,Prince Edward,Restaurants,810
3501,45,Male,62,2017-01-17,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,195
3502,35,Male,21,2017-01-03,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,5253
3503,6,Female,64,2016-12-13,Lei Garden Central,Lei Garden,Central,Restaurants,1926
3504,25,Male,23,2016-12-23,Bombay House,Bombay House,Prince Edward,Restaurants,345
3505,27,Female,22,2017-01-22,Glasshouse,Glasshouse,Central,Restaurants,1156
3506,2,Male,19,2017-02-09,The Grill Room,The Grill Room,Causeway Bay,Restaurants,875
3507,47,Female,63,2017-02-11,Big Fernand Wan Chai,Big Fernand,Wan Chai,Restaurants,136
3508,14,Female,29,2017-01-01,StarBucks HK,StarBucks,Tung Chung,Coffee,39
3509,4,Male,62,2017-01-12,McDonalds-260-Queens,McDonalds,Central,Fast Food,159
3510,46,Female,29,2016-12-09,Wellcome Sha 333,Wellcome,Sha Tin,Grocery,508
3511,40,Female,56,2017-01-02,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3235
3512,46,Female,29,2017-01-11,Little Vegas,Little Vegas,Causeway Bay,Restaurants,413
3513,24,Female,37,2017-01-30,StarBucks WC 2,StarBucks,Wan Chain,Coffee,72
3514,13,Female,27,2017-01-25,Wellcome WC 1,Wellcome,Wan Chai,Grocery,662
3515,45,Male,62,2017-02-06,Wellcome 81,Wellcome,Tung Chung,Grocery,918
3516,36,Female,21,2017-02-22,McDonalds-260-Queens,McDonalds,Central,Fast Food,162
3517,35,Male,21,2017-02-17,The Grill Room,The Grill Room,Causeway Bay,Restaurants,648
3518,38,Male,18,2017-02-21,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6583
3519,11,Female,41,2016-12-30,Wellcome Main 24,Wellcome,Central,Grocery,599
3520,31,Male,53,2017-01-02,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,553
3521,30,Female,36,2017-01-06,Wellcome 81,Wellcome,Tung Chung,Grocery,200
3522,31,Male,53,2016-12-30,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2789
3523,38,Male,18,2016-12-29,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,674
3524,39,Female,40,2017-02-23,Park N Shop 154,Park N Shop,Central,Grocery,999
3525,28,Male,65,2016-12-13,Park N Shop Sha Tin Central,Park N Shop,Sha Tin,Grocery,571
3526,7,Male,48,2017-02-21,McDonalds SHA,McDonalds,Sha Tin,Fast Food,99
3527,11,Female,41,2017-02-27,Ibon Rae House,Ibon Rae,Central,Restaurants,621
3528,17,Female,19,2017-01-09,Deliveroo,Pure,Hong Kong,Health/Fitness,758
3529,11,Female,41,2017-01-06,Jaspas PE,Jaspas,Prince Edward,Restaurants,797
3530,36,Female,21,2017-01-28,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,562
3531,46,Female,29,2016-12-12,Little Vegas,Little Vegas,Causeway Bay,Restaurants,596
3532,2,Male,19,2017-02-23,Dominos Central,Dominos,Central,Restaurants,396
3533,42,Male,60,2017-02-21,StarBucks 115-4,StarBucks,Sha Tin,Coffee,163
3534,14,Female,29,2017-01-20,"7-Eleven, HK (1007)",7-Eleven,Wan Chai,Grocery,133
3535,41,Female,23,2017-01-07,Park N Shop 784,Park N Shop,Tung Chung,Grocery,203
3536,47,Female,63,2017-01-15,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,1792
3537,45,Male,62,2017-01-11,Goobne Chicken MK,Goobne Chicken,Mong Kok,Restaurants,104
3538,1,Male,52,2017-01-08,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,6869
3539,16,Female,64,2016-12-21,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,318
3540,28,Male,65,2017-02-11,StarBucks (4426),StarBucks,Central,Coffee,101
3541,44,Female,28,2017-02-22,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,1122
3542,8,Male,66,2017-02-18,Pacific Coffee HK,Pacific Coffee,Tung Chung,Coffee,143
3543,44,Female,28,2016-12-31,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,530
3544,37,Female,52,2016-12-17,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,2331
3545,24,Female,37,2016-12-20,Cinta-J,Cinta-J,Wan Chai,Restaurants,149
3546,33,Female,53,2017-01-22,StarBucks (4426),StarBucks,Central,Coffee,48
3547,34,Male,57,2017-01-14,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3777
3548,4,Male,62,2016-12-15,Park N Shop 784,Park N Shop,Tung Chung,Grocery,170
3549,21,Male,19,2016-12-01,Park N Shop 784,Park N Shop,Tung Chung,Grocery,166
3550,1,Male,52,2017-01-07,Chef Stage By Eddie Chu,Chef Stage,Tsim Sha Tsui,Restaurants,3820
3551,38,Male,18,2016-12-02,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,708
3552,8,Male,66,2017-01-24,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,1186
3553,15,Male,31,2017-02-07,Park N Shop 154,Park N Shop,Central,Grocery,241
3554,14,Female,29,2016-12-31,Park N Shop 154,Park N Shop,Central,Grocery,1175
3555,9,Male,44,2017-02-23,Lee Moon Yuen Korea Restaurant,Lee Moon Yuen Korea Restaurant,Mong Kok,Restaurants,900
3556,1,Male,52,2016-12-13,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,566
3557,17,Female,19,2016-12-30,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,278
3558,22,Male,67,2017-01-18,Ibon Rae House,Ibon Rae,Central,Restaurants,357
3559,6,Female,64,2017-02-02,StarBucks HK,StarBucks,Tung Chung,Coffee,48
3560,45,Male,62,2017-01-03,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,217
3561,47,Female,63,2017-01-10,Hwaduk,Hwanduk,Causeway Bay,Restaurants,95
3562,47,Female,63,2016-12-25,Itunes.com/bill,Apple,Itunes.com,Electronics,131
3563,27,Female,22,2016-12-02,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,113
3564,12,Male,56,2017-01-10,Hiroshi TST,Hiroshi,Tsim Sha Tsui,Restaurants,312
3565,18,Female,51,2017-02-15,StarBucks WC 2,StarBucks,Wan Chain,Coffee,92
3566,28,Male,65,2017-01-06,McDonalds TC,McDonalds,Tung Chung,Fast Food,28
3567,41,Female,23,2017-02-08,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,136
3568,35,Male,21,2017-02-16,"7-Eleven, HK (1703)",7-Eleven,Sha Tin,Grocery,281
3569,13,Female,27,2017-01-18,Lei Garden Central,Lei Garden,Central,Restaurants,6530
3570,32,Female,42,2017-01-16,StarBucks 115-4,StarBucks,Sha Tin,Coffee,182
3571,28,Male,65,2016-12-23,Wellcome Main 24,Wellcome,Central,Grocery,258
3572,16,Female,64,2017-02-28,McDonalds-260-Queens,McDonalds,Central,Fast Food,80
3573,25,Male,23,2016-12-01,Pacific Coffee 115-4,Pacific Coffee,Sha Tin,Coffee,87
3574,8,Male,66,2016-12-22,McDonalds TC,McDonalds,Tung Chung,Fast Food,55
3575,4,Male,62,2017-01-10,StarBucks 115-4,StarBucks,Sha Tin,Coffee,177
3576,8,Male,66,2017-02-14,Japan Noodle House,Japan Noodle House,Prince Edward,Restaurants,106
3577,18,Female,51,2016-12-04,Park N Shop WC 1,Park N Shop,Wan Chai,Grocery,922
3578,44,Female,28,2017-01-15,Tulsi SYP,Tulsi and Wine,Sai Ying Pun,Restaurants,574
3579,30,Female,36,2016-12-30,Sushi Man YL,Sushi Man,Yuen Long,Restaurants,1904
3580,34,Male,57,2017-01-17,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,323
3581,33,Female,53,2017-02-01,ICHIRAN TST 1,ICHIRAN,Tsim Sha Tsui,Restaurants,277
3582,49,Male,40,2017-01-12,Calimex CWB,Calimex,Causeway Bay,Restaurants,112
3583,29,Female,45,2017-02-20,McDonalds WC 333,McDonalds,Wan Chai,Fast Food,120
3584,33,Female,53,2017-01-07,Outback Steakhouse CWB 2,Outback Steakhouse,Causeway Bay,Restaurants,927
